Region,Country,IncomeGroup,IDA Status,Financial closure year,Financial closure Month,Project name,RelatedNames,Type of PPI,Subtype of PPI,Project status,dateStatusUpdated,Primary sector,Subsector,Segment,Location,ContractPeriod,GovtGrantingContract,DirectGovtSupport,DirectGovtSupportValue,InDirectGovtSupport,InDirectGovtSupportValue,Total Equity,InvestmentYear,PercentPrivate,FeesToGovernment,PhysicalAssets,TotalInvestment,CapacityType,Capacity,Technology,RelatedProjects,BidCriteria,AwardMethod,NumberOfBids,Sponsors,Main Revenue Source,Other Revenue Source,MultiLateralSupport,BiLateralSupport,TotalDebtFunding,DebtEquityGrantRatio,ProjectBanks,UnsolicitedProposal,PublicDisclosure
Latin America and the Caribbean,Peru,Upper middle income,Non-IDA,2005,September,EMFAPA Tumbes,Empresa Municipal de Frontera de Agua Potable y Alcantarillado Tumbes (EMFAPATUMBES); Aguas de  Tumbes (ATUSA),Brownfield,"Build, rehabilitate, operate, and transfer",Active,,Water and sewerage,Water Utility,Water utility with sewerage,"Provinces of Tumbes, Zarumilla and Contralmirante Villar",30,Local/Municipal,Not Available,,Revenue Guarantee,Not Available,,2005,100,0,72,72,Number of installed connections ( in thousands),30,N/A,,Other,Competitive bidding,3,"Latinaguas (60% / Argentina), Concyssa (40% / Peru)",User fees,N/A,No,No,,,N/A,Yes,No
Latin America and the Caribbean,Peru,Upper middle income,Non-IDA,2010,May,Huascacocha Water Transfer Project,,Greenfield project,"Build, operate, and transfer",Active,06/01/2012,Water and sewerage,Water Utility,Other,Lake Huascacocha to Rimac River near Lima,20,National,Not Applicable,,Payment Guarantee,Not Available,0,2010,100,Not Available,119.8,119.8,Cubic meters per day (in thousands),173,N/A,,Lowest cost of construction or operation,Competitive bidding,1,Construtora OAS (100% / Brazil),PPA/WPA payments,N/A,No,No,Not Available,95/5,N/A,No,No
Latin America and the Caribbean,Peru,Upper middle income,Non-IDA,2011,February,Taboada Wastewater Treatment Plant,,Greenfield project,"Build, operate, and transfer",Active,01/01/2013,Water and sewerage,Treatment plant,Sewerage treatment plant,district and province of Callao near Jorge Chaves International Airport,25,National,Not Applicable,,Payment Guarantee,Not Available,0,2011,100,Not Available,149.5,149.5,Cubic meters per day (in thousands),1210,N/A,,Other,Competitive bidding,3,ACS Group (Actividades de Construccion y Servicios) (100% / Spain),PPA/WPA payments,N/A,No,No,Not Available,100/0,N/A,No,No
Latin America and the Caribbean,Peru,Upper middle income,Non-IDA,2012,February,La Chira Waste Water Treatment Plant,La Chira PPP,Greenfield project,"Build, operate, and transfer",Active,02/01/2012,Water and sewerage,Treatment plant,Sewerage treatment plant,"La Chira, Lima",25,National,Not Applicable,,Payment Guarantee,Not Available,11.2,2012,100,Not Available,104.5,104.5,Cubic meters per day (in thousands),544,N/A,,Lowest government payments,Competitive bidding,4,"Grana y Montero SA (50% / Peru), Acciona (50% / Spain)",PPA/WPA payments,N/A,No,No,93.3,89/11,BBVA (Commercial / International / $93.3),No,No
Latin America and the Caribbean,Peru,Upper middle income,Non-IDA,2014,December,Chavimochic III Water Project,,Greenfield project,"Build, operate, and transfer",Active,12/01/2014,Water and sewerage,Water Utility,Other,"Provinces of Viru, Trujillo and Ascope",25,National,Capital subsidy,Not Available,Not Applicable,,261,2014,100,Not Available,715,715,Population (in thousands),241,N/A,,Lowest subsidy required,Competitive bidding,6,"Grana y Montero SA (26% / Peru), Odebrecht SA (74% / Brazil)",User fees,N/A,"CAF (Loan / $304 Million / 2013), CAF (Loan / $150 Million / 2014)",No,453.8,63/37,CAF (Multilateral / International / $453.8),No,No
Latin America and the Caribbean,Peru,Upper middle income,Non-IDA,2015,January,Fenix Power Water Treatment Plant,,Greenfield project,"Build, operate, and transfer",Active,01/01/2015,Water and sewerage,Treatment plant,Potable water treatment plant,Chilca District,Not Applicable,National,Capital subsidy,4,Not Applicable,,,2015,100,Not Applicable,4,4,Cubic meters per day (in thousands),2000,N/A,Fenix Power Water Treatment Plant,,License scheme,,"Sigma SAFI (.. / ..), Abu Dhabi Investment Company (.. / ..)",Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,No,No
Latin America and the Caribbean,Peru,Upper middle income,Non-IDA,2016,April,Provisur,Provision de Servicios de Saneamiento para los Distritos del Sur,Greenfield project,"Build, operate, and transfer",Active,04/01/2016,Water and sewerage,Treatment plant,Potable water and sewerage treatment plant,"Punta Hermosa, Punta Negra, San Bartolo and Santa María del Mar",25,Local/Municipal,Not Applicable,,Tax Deduction/Government Credit,100,0,2016,100,Not Applicable,100,100,Population (in thousands),100,N/A,,Lowest cost of construction or operation,Competitive bidding,4,ACS Group (Actividades de Construccion y Servicios) (100% / ..),Fixed annuity/availability payment(s) from the government,N/A,No,No,100,100:0,Other Sedapal (Public / Local / $100),No,Yes
Latin America and the Caribbean,"Venezuela, RB",Upper middle income,Non-IDA,1997,January,Monagas Water and Sanitation Services,,Management and lease contract,Management contract,Concluded,,Water and sewerage,Water Utility,Water utility with sewerage,Monagas State,4,Not Available,Not Available,,Not Available,,,1997,100,0,0,Not Available,Number of installed connections ( in thousands),81,N/A,,,Not Available,,FDS (100% / Spain),Not Applicable,N/A,IBRD (Loan / $39 Million / 1997),No,,,N/A,Yes,No
Latin America and the Caribbean,"Venezuela, RB",Upper middle income,Non-IDA,1999,April,Hidrolara water utility,,Management and lease contract,Management contract,Cancelled,,Water and sewerage,Water Utility,Water utility with sewerage,Lara state,4,Local/Municipal,Not Available,,Not Available,,,1999,100,0,0,Not Available,Population (in thousands),1100,N/A,,Lowest cost of construction or operation,Competitive bidding,1,Aguas de Valencia (100% / Spain),Not Applicable,N/A,No,No,,,N/A,Yes,No
Latin America and the Caribbean,"Venezuela, RB",Upper middle income,Non-IDA,1999,January,Trujillo and Valera,,Greenfield project,"Build, own, and operate",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,Trujillo and Valera (Trujillo State),Not Available,Not Available,Not Available,,Not Available,,,1999,Not Available,0,25,25,Not Available,Not Available,N/A,,,Not Available,,SNC Lavalin (.. / Canada),Not Applicable,N/A,No,No,,,N/A,Yes,No
Latin America and the Caribbean,"Venezuela, RB",Upper middle income,Non-IDA,2001,January,Carupano,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,Carupano (Sucre State),Not Available,Not Available,Not Available,,Not Available,,,2001,Not Available,0,15,15,Not Available,Not Available,N/A,,,Not Available,,SNC Lavalin (.. / Canada),Not Applicable,N/A,No,No,,,N/A,Yes,No
Latin America and the Caribbean,"Venezuela, RB",Upper middle income,Non-IDA,2001,August,Hidrolago de Maracaibo,,Management and lease contract,Management contract,Concluded,,Water and sewerage,Water Utility,Water utility with sewerage,State of Zulia ,2,Not Available,Not Available,,Not Available,,,2001,100,0,0,Not Available,Population (in thousands),3500,N/A,,,Not Available,,"Tecnicas Valencianas del Agua (49% / ..), Sociedad de Acueducto, Alcantarillado y Aseo (Triple A) de Barranquilla (51% / Colombia)",Not Applicable,N/A,No,No,,,N/A,Yes,No
Middle East and North Africa,Algeria,Upper middle income,Non-IDA,2005,July,Aguas de Skikda SpA,,Greenfield project,"Build, own, and operate",Active,05/01/2009,Water and sewerage,Treatment plant,Potable water treatment plant,"Skikda, Algeria",25,National,Not Available,,Payment Guarantee,Not Available,,2005,51,0,110,110,Cubic meters per day (in thousands),100.224,N/A,,Lowest cost of construction or operation,Competitive bidding,Not Available,"Algerienne des Eaux (ADE) (20% / Algeria), Algerian Energy Company (AEC) (20% / Algeria), Sacyr Vallehermoso SA (SyV) (15% / Spain), ACS Group (Actividades de Construccion y Servicios) (15% / Spain), Abengoa (26% / Spain)",Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
Middle East and North Africa,Algeria,Upper middle income,Non-IDA,2005,September,Beni Saf Water Company SpA,,Greenfield project,"Build, own, and operate",Active,12/01/2009,Water and sewerage,Treatment plant,Potable water treatment plant,Oran,25,National,Not Available,,Payment Guarantee,Not Available,,2005,51,0,160,160,Cubic meters per day (in thousands),150.336,N/A,,Lowest cost of construction or operation,Competitive bidding,Not Available,Abengoa (26% / Spain),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
Middle East and North Africa,Algeria,Upper middle income,Non-IDA,2005,June,Hamma Water Desalination SpA ,"HWD, Hamma",Greenfield project,"Build, own, and operate",Active,,Water and sewerage,Treatment plant,Potable water treatment plant,Algiers,25,National,Not Available,,Payment Guarantee,Not Available,,2005,70,0,240,240,Cubic meters per day (in thousands),200,N/A,,Lowest cost of construction or operation,Competitive bidding,3,General Electric Capital (70% / United States),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
Middle East and North Africa,Algeria,Upper middle income,Non-IDA,2005,November,Societe des Eaux d’Assainissement d’Alger (SEAAL),"Algiers Water and Wastewater Services, SEAL",Management and lease contract,Management contract,Concluded,10/01/2011,Water and sewerage,Water Utility,Water utility with sewerage,"Algiers, Algeria",5,National,Not Available,,Not Available,,,2005,100,0,0,Not Available,Number of installed connections ( in thousands),525,N/A,Societe des Eaux d’Assainissement d’Alger (SEAAL),,Direct negotiation,,SUEZ (100% / France),Fixed annuity/availability payment(s) from the government,N/A,No,No,,,N/A,Yes,No
Middle East and North Africa,Algeria,Upper middle income,Non-IDA,2007,December,Annaba and El Tarf Management Contract,,Management and lease contract,Management contract,Active,,Water and sewerage,Water Utility,Water utility with sewerage,Annaba and El Tarf provinces,6,National,Not Available,,Not Available,,,2007,100,0,0,Not Available,Population (in thousands),1000,N/A,,,Competitive negotiation,,Gelsenwasser (100% / Germany),Fixed annuity/availability payment(s) from the government,N/A,No,No,,,N/A,Yes,No
Middle East and North Africa,Algeria,Upper middle income,Non-IDA,2007,November,Oran Management Contract,,Management and lease contract,Management contract,Active,,Water and sewerage,Water Utility,Water utility with sewerage,City of Oran,6,National,Not Available,,Not Available,,,2007,100,0,0,Not Available,Population (in thousands),1500,N/A,,,Competitive negotiation,,"Criteria Caixa Corp SA (28% / Spain), SUEZ (29% / France)",Fixed annuity/availability payment(s) from the government,N/A,No,No,,,N/A,Yes,No
Middle East and North Africa,Algeria,Upper middle income,Non-IDA,2007,December,Tlemcen Hounaine Desalination Plant,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Potable water treatment plant,City of Oran,25,National,Not Available,,Not Available,,,2007,51,0,230,230,Cubic meters per day (in thousands),200,N/A,,Lowest tariff,Competitive bidding,Not Available,"Sacyr Vallehermoso SA (SyV) (17% / Spain), ACS Group (Actividades de Construccion y Servicios) (17% / Spain), Abengoa (17% / Spain)",Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
Middle East and North Africa,Algeria,Upper middle income,Non-IDA,2008,June,Fouka Desalination Plant,Myah Tipaza Desalination Plant,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Potable water treatment plant,"Fouka, province of Tipaza",25,National,Not Available,,Payment Guarantee,Not Available,,2008,51,0,180,180,Cubic meters per day (in thousands),120,N/A,,Lowest tariff,Competitive bidding,5,"Acciona (26% / Spain), SNC Lavalin (26% / Canada)",Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
Middle East and North Africa,Algeria,Upper middle income,Non-IDA,2008,February,Mostaganem Desalination Plant,Sharikat Miah Mostaganem (STMM),Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Potable water treatment plant,38 miles east of Oran,25,National,Not Available,,Payment Guarantee,Not Available,,2008,51,0,250,250,Cubic meters per day (in thousands),200,N/A,,Lowest tariff,Competitive bidding,3,"Fomento de Construcciones y Contratas SA (FCC) (26% / Spain), Obrascon Huarte Lain (OHL) (26% / Spain)",Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
Middle East and North Africa,Algeria,Upper middle income,Non-IDA,2008,June,Societe des Eaux et de l'Assainissement de Constantine,SEACO,Management and lease contract,Management contract,Active,,Water and sewerage,Water Utility,Water utility with sewerage,Constantine,6,National,Not Applicable,,Not Available,,,2008,100,0,0,Not Available,Population (in thousands),1200,N/A,,,Direct negotiation,,Societe des Eaux de Marseille (100% / France),Fixed annuity/availability payment(s) from the government,N/A,No,No,,,N/A,Yes,No
Middle East and North Africa,Algeria,Upper middle income,Non-IDA,2008,January,Souk Tleta  Desalination Plant,Almiyah Attilemcania SpA,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Potable water treatment plant,Tlemcen,25,National,Not Available,,Payment Guarantee,Not Available,,2008,51,0,213,213,Cubic meters per day (in thousands),200,N/A,,Lowest tariff,Competitive bidding,4,Malakoff Bhd (41% / Malaysia),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
Middle East and North Africa,Algeria,Upper middle income,Non-IDA,2008,December,Tenes Lilmiyah Desalination Plant,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Potable water treatment plant,"City of Tenes, on the Mediterranean coast ",25,National,Not Available,,Payment Guarantee,Not Available,,2008,51,0,231,231,Cubic meters per day (in thousands),200,N/A,,Lowest tariff,Competitive bidding,5,Abengoa (51% / Spain),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
Middle East and North Africa,Algeria,Upper middle income,Non-IDA,2009,March,Magtaa Desalination Plant,Mactaa,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Potable water treatment plant,"Marsa el hadjadj, Oran",25,National,Not Applicable,,Not Available,,,2009,47,0,468,468,Cubic meters per day (in thousands),500,N/A,,Lowest tariff,Not Available,6,Hyflux (47% / Singapore),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,350,70/30,N/A,Yes,No
Middle East and North Africa,Algeria,Upper middle income,Non-IDA,2009,March,Magtaa Desalination Plant,Mactaa,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Potable water treatment plant,"Marsa el hadjadj, Oran",25,National,Not Applicable,,Not Available,,,2011,47,Not Available,Not Available,Not Available,Cubic meters per day (in thousands),500,N/A,,Lowest tariff,Not Available,6,Hyflux (47% / Singapore),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
Middle East and North Africa,Algeria,Upper middle income,Non-IDA,2011,October,Societe des Eaux d’Assainissement d’Alger (SEAAL) second management contract,SEAL,Management and lease contract,Management contract,Active,,Water and sewerage,Water Utility,Water utility with sewerage,"Algiers, Algeria",5,National,Capital subsidy,Not Available,Not Available,,,2011,100,0,0,Not Available,Number of installed connections ( in thousands),525,N/A,Societe des Eaux d’Assainissement d’Alger (SEAAL) second management contract,,Direct negotiation,,SUEZ (100% / France),Fixed annuity/availability payment(s) from the government,N/A,No,No,,,N/A,Yes,No
Middle East and North Africa,"Egypt, Arab Rep.",Lower middle income,Non-IDA,2010,February,New Cairo Wastewater Treatment Plant ,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,New Cairo City ,20,National,Revenue subsidy,Not Available,Not Available,,,2010,100,Not Available,475,475,Cubic meters per day (in thousands),250,N/A,,Not Available,Competitive bidding,4,"Orascom (50% / Egypt, Arab Rep.), Fomento de Construcciones y Contratas SA (FCC) (50% / Spain)",Purchase agreements or transmission fees with public entity(ies),N/A,No,No,0,70/30,N/A,Yes,No
Middle East and North Africa,"Egypt, Arab Rep.",Lower middle income,Non-IDA,2015,February,Gabal al Asfar Water Treatment Plant Phase 1,Gabal al Asfar wwtp,Management and lease contract,Management contract,Active,02/01/2015,Water and sewerage,Water Utility,Water utility with sewerage,Cairo,4,National,Capital subsidy,Not Available,Not Available,,,2015,100,Not Applicable,Not Available,Not Applicable,Not Available,Not Available,N/A,,Lowest cost of construction or operation,Competitive bidding,Not Available,SUEZ (.. / France),Fixed annuity/availability payment(s) from the government,N/A,No,No,,,N/A,No,No
Middle East and North Africa,Jordan,Upper middle income,Non-IDA,1999,February,Amman Water Treatment and Distribution,,Management and lease contract,Management contract,Concluded,12/01/2006,Water and sewerage,Water Utility,Water utility with sewerage,Amman,6,National,Not Available,,Not Available,,,1999,100,0,0,Not Available,Number of installed connections ( in thousands),330,N/A,,Not Available,Competitive bidding,2,"Montgomery Watson (25% / United States), SUEZ (75% / France)",Not Applicable,N/A,"IBRD (Loan / $55 Million / 1999), EIB (Loan / $44 Million / 1999)",No,,,N/A,Yes,No
Middle East and North Africa,Jordan,Upper middle income,Non-IDA,2003,December,Khirbet Al Samra Wastewater Treatment Plant,al-Samra,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Potable water treatment plant,Zarqa,25,National,Capital subsidy,Not Available,Not Available,,,2003,100,0,169,169,Cubic meters per day (in thousands),68,N/A,,Not Applicable,Not Available,,"Consolidated Contractors International Company (50% / Greece), SUEZ (50% / France)",Not Applicable,N/A,MIGA (Guarantee / $10 Million / 2006),No,,,N/A,Yes,No
Middle East and North Africa,Jordan,Upper middle income,Non-IDA,2009,June,Disi-Amman water conveyor,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Water Utility,Other,Disi Mudawarra,25,National,Not Available,,Not Available,,,2009,100,0,951,951,KM,325,N/A,,Other,Competitive bidding,3,"Gama Holding (50% / Turkey), General Electric (50% / United States)",Purchase agreements or transmission fees with public entity(ies),N/A,"Other  (Loan / $330 Million / 2009), EIB (Loan / $125 Million / 2009)",No,,,N/A,Yes,No
Middle East and North Africa,Jordan,Upper middle income,Non-IDA,2011,June,Yarmouk Water Company Management Contract,Northern Governorates,Management and lease contract,Management contract,Active,,Water and sewerage,Water Utility,Water utility with sewerage,Jordan,5,Not Available,Revenue subsidy,Not Available,Not Available,,,2011,100,Not Applicable,Not Applicable,Not Available,Number of installed connections ( in thousands),250,N/A,,Not Applicable,Competitive bidding,Not Available,Veolia Environnement (100% / France),Variable annuity/availability payment(s) from the government,N/A,No,No,,,N/A,Yes,No
Middle East and North Africa,Jordan,Upper middle income,Non-IDA,2012,July,As-Samra Wastewater Treatment Plant Phase II,al-Samra,Brownfield,"Build, rehabilitate, operate, and transfer",Active,07/01/2012,Water and sewerage,Treatment plant,Sewerage treatment plant,Zarqa governate,25,National,Revenue subsidy,20,Not Available,,110,2012,100,Not Available,223,223,Cubic meters per day (in thousands),98,N/A,As-Samra Wastewater Treatment Plant Phase II,,Direct negotiation,,SUEZ (100% / France),Variable annuity/availability payment(s) from the government,N/A,MIGA (Guarantee / $14 Million / 2013),No,93,80/20,N/A,No,No
Middle East and North Africa,Lebanon,Upper middle income,Non-IDA,2002,December,Tripoli Water,,Management and lease contract,Management contract,Concluded,,Water and sewerage,Water Utility,Water utility without sewerage,Tripoli,4,National,Not Available,,Not Available,,,2002,100,0,0,Not Available,Number of installed connections ( in thousands),350,N/A,,Not Available,Competitive bidding,2,SUEZ (100% / France),Not Applicable,N/A,No,No,,,N/A,Yes,No
Middle East and North Africa,Morocco,Lower middle income,Non-IDA,2015,March,Agadir Desalination Plant,Société d'Eau Dessalée d'Agadir ,Greenfield project,"Build, operate, and transfer",Active,03/01/2015,Water and sewerage,Treatment plant,Potable water treatment plant,Agadir,20,National,Capital subsidy,Not Available,Not Available,,28,2015,100,Not Available,114,114,Cubic meters per day (in thousands),100,N/A,,Not Available,Competitive bidding,Not Available,Abengoa (100% / Spain),Fixed annuity/availability payment(s) from the government,N/A,No,No,,,Banque Marocaine du Commerce Exterieur (BMCE) (Commercial / Local / $86),No,No
Middle East and North Africa,Tunisia,Upper middle income,Non-IDA,2010,July,Djerba desalination plant,,Greenfield project,"Build, operate, and transfer",Active,07/01/2010,Water and sewerage,Treatment plant,Potable water treatment plant,Djerba,20,National,Revenue subsidy,Not Available,Not Available,,0,2010,100,Not Available,95,95,Cubic meters per day (in thousands),50,N/A,,Lowest tariff,Competitive bidding,3,"Princesse Holding (49% / Tunisia), Abengoa (51% / Spain)",Purchase agreements or transmission fees with public entity(ies),N/A,IDB (Loan / $90 Million / 2012),No,Not Available,50/50,N/A,No,No
Middle East and North Africa,West Bank and Gaza,Lower middle income,Non-IDA,1996,July,Gaza Strip Water and Wastewater Treatment Services,Gaza Private Utility Management,Management and lease contract,Management contract,Concluded,09/01/2003,Water and sewerage,Water Utility,Water utility with sewerage,Gaza,7,National,Not Available,,Not Available,,,1996,100,0,0,Not Available,Population (in thousands),900,N/A,,Not Available,Competitive bidding,8,"Khatib & Alami (50% / West Bank and Gaza), SUEZ (50% / France)",Not Applicable,N/A,"EIB (Loan / $30 Million / 1996), IDA (Loan / $25 Million / 1997), EIB (Loan / $30 Million / 1998), IDA (Loan / $6 Million / 2001)",No,,,N/A,Yes,No
Middle East and North Africa,West Bank and Gaza,Lower middle income,Non-IDA,1999,April,West Bank and Gaza Southern Area Water and Sanitation Improvement Project,,Management and lease contract,Management contract,Cancelled,12/01/2002,Water and sewerage,Water Utility,Water utility with sewerage,Bethlehem and Hebron,4,National,Not Available,,Not Available,,,1999,100,0,0,Not Available,Number of installed connections ( in thousands),287,N/A,,,Not Available,,"Veolia Environnement (50% / France), Khatib & Alami (50% / West Bank and Gaza)",Not Applicable,N/A,"IBRD (Loan / $21 Million / 1999), EIB (Loan / $36 Million / 1999)",No,,,N/A,Yes,No
South Asia,India,Lower middle income,Non-IDA,2000,October,New Tiruppur Area Development Company Ltd. ,,Management and lease contract,Management contract,Active,09/13/2017,Water and sewerage,Water Utility,Water utility with sewerage,"Tiruppur, Tamil Nadu ",30,State/Provincial,Not Available,,Not Available,,,2000,100,0,0,Not Available,Cubic meters per day (in thousands),184.896,N/A,,Not Available,Competitive bidding,Not Available,"United Utilities PLC (.. / United Kingdom), Mahindra & Mahindra (.. / India), Bechtel (.. / United States)",Not Applicable,N/A,No,No,,,N/A,Yes,No
South Asia,India,Lower middle income,Non-IDA,2001,November,Alandur Sewerage Scheme,"Alandur Underground  Sewerage/ Drainage Project, Alandur Sewerage Project ",Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Perungudi (Alandur), Tamil Nadu",14,Local/Municipal,Not Available,,Payment Guarantee,Not Available,,2001,100,0,2.1,2.1,Cubic meters per day (in thousands),24,N/A,,Not Available,Competitive bidding,Not Available,IVRCL Infrastructures & Projects Ltd. (95% / India),Not Applicable,N/A,No,No,,,N/A,Yes,No
South Asia,India,Lower middle income,Non-IDA,2004,March,Vishakhapatinam  Bulk Water Supply Project,,Greenfield project,"Build, operate, and transfer",Active,09/13/2017,Water and sewerage,Water Utility,Water utility without sewerage,"Andhra Pradesh, Visakhapatnam",32,State/Provincial,Not Available,,Not Available,,,2004,51,0,110.75,110.75,Cubic meters per day (in thousands),520,N/A,,,Not Available,,Larsen & Toubro Limited (51% / India),Not Applicable,N/A,No,No,,,N/A,Yes,No
South Asia,India,Lower middle income,Non-IDA,2005,April,"Karnataka,Water Supply Project",,Management and lease contract,Management contract,Concluded,03/01/2010,Water and sewerage,Water Utility,Water utility without sewerage,"Karnataka, Hubballi; Karnataka, Dharwad; Karnataka, Belgaum; Karnataka, Gulbarga",5,State/Provincial,Not Available,,Not Available,,,2005,100,0,0,Not Available,Number of installed connections ( in thousands),23,N/A,,Lowest cost of construction or operation,Competitive bidding,4,Veolia Environnement (100% / France),Fixed annuity/availability payment(s) from the government,N/A,No,No,,,N/A,Yes,No
South Asia,India,Lower middle income,Non-IDA,2007,January,Chennai Desalination Ltd.,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Potable water treatment plant,"Minjur, Chennai",25,Local/Municipal,Not Available,,Payment Guarantee,Not Available,,2007,100,0,115,115,Cubic meters per day (in thousands),100,N/A,,Lowest tariff,Competitive bidding,Not Available,"IVRCL Infrastructures & Projects Ltd. (75% / India), Abengoa (25% / Spain)",Purchase agreements or transmission fees with public entity(ies),N/A,IFC (Loan / $25 Million / 2006),No,,,N/A,Yes,No
South Asia,India,Lower middle income,Non-IDA,2007,December,"Kolkata, Salt Lake  Water supply and Sewerage Project ",,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Water Utility,Water utility with sewerage,"Salt Lake,Sector 5, Kolkata, West Bengal",30,State/Provincial,Capital subsidy,Not Available,Not Available,,,2007,65,0,16.9,16.9,Cubic meters per day (in thousands),13,N/A,,Lowest tariff,Competitive bidding,4,Tata Enterprises (100% / India),User fees,Fixed annuity/availability payment(s) from the government,No,No,,,N/A,Yes,No
South Asia,India,Lower middle income,Non-IDA,2007,November,Latur Water Supply Scheme,,Brownfield,"Rehabilitate, lease or rent, and transfer",Active,,Water and sewerage,Water Utility,Water utility without sewerage,"Latur, Maharashtra",10,State/Provincial,Not Available,,Not Available,,,2007,100,0,8.75,8.75,Number of installed connections ( in thousands),100,N/A,,Highest price paid to government,Competitive bidding,3,"UPL Enviromental Engineers Ltd (34% / India), Hydro-Comp Enterprises (34% / Cyprus), Subhash Projects & Marketing Ltd (34% / India)",User fees,N/A,No,No,,,N/A,Yes,No
South Asia,India,Lower middle income,Non-IDA,2007,July,"Nagpur, 24x7 Water Supply Project (Pilot)","7289: Nagpur, 24x7 Water Supply Project",Management and lease contract,Management contract,Active,,Water and sewerage,Water Utility,Water utility without sewerage,"Nagpur ,Maharashtra",7,Local/Municipal,Not Available,,Not Available,,,2007,100,0,0,Not Available,Number of installed connections ( in thousands),10,N/A,,Lowest cost of construction or operation,Competitive bidding,2,Veolia Environnement (100% / France),Fixed annuity/availability payment(s) from the government,N/A,No,No,,,N/A,Yes,No
South Asia,India,Lower middle income,Non-IDA,2007,June,"Nagpur, Pench Treatment Plant Rehabilitation Project ",,Management and lease contract,Management contract,Active,,Water and sewerage,Treatment plant,Potable water treatment plant,"Nagpur,Maharashtra",5,Local/Municipal,Capital subsidy,Not Available,Not Available,,,2007,37,0,1.6,1.6,Cubic meters per day (in thousands),23,N/A,,Lowest cost of construction or operation,Competitive bidding,2,Veolia Environnement (37% / France),Fixed annuity/availability payment(s) from the government,N/A,No,No,,,N/A,Yes,No
South Asia,India,Lower middle income,Non-IDA,2008,July,Haldia Water Management Limited,,Brownfield,"Build, rehabilitate, operate, and transfer",Active,,Water and sewerage,Treatment plant,Potable water treatment plant,"Haldia City, West Bengal state, India",25,State/Provincial,Revenue subsidy,Not Available,Not Available,,,2008,100,44.8,31.1,75.9,Cubic meters per day (in thousands),114,N/A,,Highest price paid to government,Competitive bidding,Not Available,"Tata Enterprises (34% / India), Ranhill Bhd (34% / Malaysia), Infrastructure Development Finance Company Ltd (IDFC) (34% / India)",Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
South Asia,India,Lower middle income,Non-IDA,2008,December,Water management contract for Mysore city,24x7 water supply project for Mysore city,Management and lease contract,Management contract,Active,01/01/2009,Water and sewerage,Water Utility,Water utility without sewerage,"Mysore City, Karnataka state, India",6,Local/Municipal,Capital subsidy,Not Available,Not Available,,,2008,Not Available,0,0,Not Available,Number of installed connections ( in thousands),133,N/A,,Lowest cost of construction or operation,Competitive bidding,4,Tata Enterprises (100% / India),User fees,N/A,No,No,,,N/A,Yes,No
South Asia,India,Lower middle income,Non-IDA,2009,February,Khandwa Water Supply Augmentation Project,,Brownfield,"Build, rehabilitate, operate, and transfer",Active,,Water and sewerage,Water Utility,Water utility without sewerage,"Khandwa, East Nimar, Madhya Pradesh",25,Local/Municipal,Capital subsidy,Not Available,Not Available,,,2009,100,Not Available,23.53,23.53,Cubic meters per day (in thousands),42,N/A,,Lowest tariff,Competitive bidding,5,Vishwa Infrastructure and Services Limited (100% / India),User fees,Fixed annuity/availability payment(s) from the government,No,No,,,N/A,Yes,No
